Attrition,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Current Employee,Daily Rate,Distance From Home,Distance Status,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Job Satisfaction Status,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Performance Status,Relationship Satisfaction,Stock Option Level,Total Working Years,Experience Status,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,R&D,Medical,STAFF-1328,Male,Laboratory Technician,Single,Yes,3,29,26-35,1,1370,33,Very-far,High School,2,87,3,1,1,Very Satisfied,4723,16213,1,18,3,High,4,0,10,0-10,3,10,9,1,5
No,Travel_Rarely,R&D,Medical,STAFF-1329,Male,Research Scientist,Single,Yes,2,44,36-45,1,1037,17,Very-far,Bachelor's Degree,2,42,3,1,4,utterly unsatisfied,2436,13422,6,12,3,High,3,0,6,0-10,3,4,3,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-1330,Male,Healthcare Representative,Single,Yes,6,33,26-35,1,516,8,Near-by,Doctoral Degree,4,69,3,2,3,Unsatisfied,6388,22049,2,17,3,High,1,0,14,11.- 20,3,0,0,0,0
No,Travel_Rarely,Sales,Medical,STAFF-1331,Male,Sales Executive,Divorced,Yes,3,29,26-35,1,991,33,Very-far,Bachelor's Degree,1,43,2,2,2,Satisfied,4187,3356,1,13,3,High,2,1,10,0-10,2,10,0,0,9
No,Travel_Rarely,Sales,Life Sciences,STAFF-1332,Male,Sales Executive,Divorced,Yes,5,46,46-55,1,1277,24,Very-far,Bachelor's Degree,3,74,3,3,4,utterly unsatisfied,10368,5596,4,12,3,High,2,1,13,11.- 20,2,10,6,0,3
No,Travel_Rarely,Sales,Marketing,STAFF-1333,Male,Sales Executive,Divorced,Yes,4,42,36-45,1,419,27,Very-far,Master's Degree,2,77,3,2,4,utterly unsatisfied,5087,2900,3,12,3,High,3,2,14,11.- 20,3,0,0,0,0
No,Travel_Rarely,Sales,Technical Degree,STAFF-1334,Male,Sales Executive,Married,Yes,3,34,26-35,1,971,17,Very-far,Bachelor's Degree,4,64,2,3,3,Unsatisfied,7083,12288,1,14,3,High,4,0,10,0-10,3,10,9,8,6
No,Travel_Rarely,Sales,Marketing,STAFF-1335,Male,Manager,Married,Yes,2,50,46-55,1,264,19,Very-far,Bachelor's Degree,3,59,3,5,3,Unsatisfied,19331,19519,4,16,3,High,3,1,27,21-30,3,1,0,0,0
No,Travel_Rarely,Sales,Medical,STAFF-1336,Male,Sales Executive,Married,Yes,3,43,36-45,1,1179,24,Very-far,Bachelor's Degree,4,73,3,2,4,utterly unsatisfied,7847,6069,1,17,3,High,1,1,10,0-10,3,10,9,8,8
No,Travel_Rarely,Sales,Life Sciences,STAFF-1337,Male,Sales Executive,Married,Yes,3,34,26-35,1,1480,4,Near-by,Bachelor's Degree,3,64,3,3,4,utterly unsatisfied,9713,24444,2,13,3,High,4,3,9,0-10,3,5,3,1,0
No,Travel_Rarely,Sales,Medical,STAFF-1338,Male,Sales Representative,Single,Yes,6,21,18-25,1,501,33,Very-far,High School,3,58,3,1,1,Very Satisfied,2380,25479,1,11,3,High,4,0,2,0-10,3,2,2,1,2
No,Travel_Rarely,Sales,Life Sciences,STAFF-1339,Male,Sales Executive,Single,Yes,2,41,36-45,1,1206,23,Very-far,Associates Degree,4,80,3,3,3,Unsatisfied,7082,11591,3,16,3,High,4,0,21,21-30,3,2,0,0,2
No,Non-Travel,R&D,Medical,STAFF-1340,Female,Research Director,Married,No,2,31,26-35,1,697,10,Near-by,Bachelor's Degree,3,40,3,3,3,Unsatisfied,11031,26862,4,20,4,Low,3,1,13,11.- 20,4,11,7,4,8
No,Non-Travel,Sales,Life Sciences,STAFF-1341,Female,Sales Executive,Married,No,3,45,36-45,1,589,24,Very-far,Master's Degree,3,67,3,2,3,Unsatisfied,5154,19665,4,22,4,Low,2,2,10,0-10,4,8,7,5,7
No,Travel_Frequently,R&D,Medical,STAFF-1342,Female,Manager,Divorced,No,2,54,46-55,1,1050,21,Very-far,Master's Degree,2,87,3,4,4,utterly unsatisfied,16032,24456,3,20,4,Low,1,1,26,21-30,3,14,9,1,12
No,Travel_Frequently,R&D,Medical,STAFF-1343,Female,Laboratory Technician,Single,No,3,38,36-45,1,148,24,Very-far,Bachelor's Degree,4,42,2,1,2,Satisfied,2440,23826,1,22,4,Low,2,0,4,0-10,3,4,3,3,3
No,Travel_Frequently,R&D,Technical Degree,STAFF-1344,Female,Manufacturing Director,Single,No,3,31,26-35,1,163,24,Very-far,High School,4,30,3,2,4,utterly unsatisfied,5238,6670,2,20,4,Low,4,0,9,0-10,2,5,4,1,4
No,Travel_Rarely,HR,Life Sciences,STAFF-1345,Female,Human Resources,Married,No,2,45,36-45,1,176,4,Near-by,Bachelor's Degree,3,56,1,3,3,Unsatisfied,9756,6595,4,21,4,Low,3,2,9,0-10,4,5,0,0,3
No,Travel_Rarely,R&D,Medical,STAFF-1346,Female,Manufacturing Director,Divorced,No,5,28,26-35,1,580,27,Very-far,Bachelor's Degree,2,39,1,2,1,Very Satisfied,4877,20460,0,21,4,Low,2,1,6,0-10,2,5,3,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-1347,Female,Research Scientist,Married,No,5,26,26-35,1,474,33,Very-far,Bachelor's Degree,1,89,3,1,4,utterly unsatisfied,2061,11133,1,21,4,Low,1,0,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-1348,Female,Manufacturing Director,Married,No,3,41,36-45,1,582,28,Very-far,Master's Degree,1,60,2,4,2,Satisfied,13570,5640,0,23,4,Low,3,1,21,21-30,3,20,7,0,10
No,Travel_Rarely,R&D,Life Sciences,STAFF-1349,Female,Research Scientist,Married,No,3,56,55 Plus,1,1255,17,Very-far,Associates Degree,1,90,3,1,1,Very Satisfied,2066,10494,2,22,4,Low,4,1,5,0-10,4,3,2,1,0
No,Travel_Rarely,R&D,Medical,STAFF-1350,Female,Manager,Married,No,6,54,46-55,1,584,22,Very-far,Doctoral Degree,2,91,3,4,3,Unsatisfied,17426,18685,3,25,4,Low,3,1,36,30 Plus,3,10,8,4,7
No,Travel_Rarely,R&D,Medical,STAFF-1351,Female,Laboratory Technician,Married,No,3,49,46-55,1,271,33,Very-far,Associates Degree,3,43,2,2,1,Very Satisfied,4789,23070,4,25,4,Low,1,1,10,0-10,3,3,2,1,2
No,Travel_Rarely,R&D,Medical,STAFF-1352,Female,Research Scientist,Married,No,3,28,26-35,1,1217,17,Very-far,Bachelor's Degree,3,67,3,1,1,Very Satisfied,3591,12719,1,25,4,Low,3,1,3,0-10,3,3,2,1,2
No,Travel_Rarely,Sales,Medical,STAFF-1353,Female,Sales Representative,Married,No,5,27,26-35,1,728,23,Very-far,High School,2,36,2,2,3,Unsatisfied,3540,7018,1,21,4,Low,4,1,9,0-10,3,9,8,5,8
No,Travel_Rarely,Sales,Marketing,STAFF-1354,Female,Sales Executive,Married,No,3,41,36-45,1,337,8,Near-by,Bachelor's Degree,3,54,3,2,2,Satisfied,4393,26841,5,21,4,Low,3,1,14,11.- 20,3,5,4,1,4
No,Travel_Rarely,Sales,Life Sciences,STAFF-1355,Female,Sales Representative,Married,No,5,35,26-35,1,1402,28,Very-far,Master's Degree,2,98,2,1,3,Unsatisfied,2430,26204,0,23,4,Low,1,2,6,0-10,3,5,3,4,2
No,Travel_Rarely,Sales,Marketing,STAFF-1356,Female,Sales Executive,Married,No,2,34,26-35,1,704,28,Very-far,Bachelor's Degree,4,95,2,2,3,Unsatisfied,6712,8978,1,21,4,Low,4,2,8,0-10,3,8,7,1,7
No,Non-Travel,R&D,Life Sciences,STAFF-1357,Male,Healthcare Representative,Divorced,No,2,56,55 Plus,1,667,17,Very-far,Master's Degree,3,57,3,2,3,Unsatisfied,6306,26236,1,21,4,Low,1,1,13,11.- 20,2,13,12,1,9
No,Non-Travel,R&D,Life Sciences,STAFF-1358,Male,Laboratory Technician,Married,No,3,36,36-45,1,1351,19,Very-far,Master's Degree,1,66,4,1,2,Satisfied,2810,9238,1,22,4,Low,2,0,5,0-10,3,5,4,0,2
No,Non-Travel,R&D,Life Sciences,STAFF-1359,Male,Healthcare Representative,Married,No,3,45,36-45,1,1238,17,Very-far,High School,3,74,2,3,3,Unsatisfied,10748,3395,3,23,4,Low,4,1,25,21-30,2,23,15,14,4
No,Non-Travel,R&D,Technical Degree,STAFF-1360,Male,Research Scientist,Married,No,1,42,36-45,1,355,10,Near-by,Master's Degree,3,38,3,1,3,Unsatisfied,2936,6161,3,22,4,Low,2,2,10,0-10,2,6,3,3,3
No,Non-Travel,R&D,Medical,STAFF-1361,Male,Laboratory Technician,Single,No,5,26,26-35,1,786,19,Very-far,Bachelor's Degree,4,76,3,1,4,utterly unsatisfied,2570,11925,1,20,4,Low,3,0,7,0-10,3,7,7,5,7
No,Non-Travel,Sales,Medical,STAFF-1362,Male,Manager,Divorced,No,0,58,55 Plus,1,350,24,Very-far,Bachelor's Degree,2,52,3,4,2,Satisfied,16291,22577,4,22,4,Low,4,1,37,30 Plus,2,16,9,14,14
No,Non-Travel,Sales,Marketing,STAFF-1363,Male,Sales Executive,Divorced,No,4,36,36-45,1,301,15,Far,Master's Degree,4,88,1,2,4,utterly unsatisfied,5406,10436,1,24,4,Low,1,1,15,11.- 20,2,15,12,11,11
No,Travel_Frequently,HR,Human Resources,STAFF-1364,Male,Human Resources,Single,No,2,36,36-45,1,1213,24,Very-far,High School,2,94,2,2,4,utterly unsatisfied,3886,4223,1,21,4,Low,4,0,10,0-10,2,10,1,0,8
No,Travel_Frequently,R&D,Life Sciences,STAFF-1365,Male,Healthcare Representative,Divorced,No,2,33,26-35,1,1303,19,Very-far,Associates Degree,4,36,3,2,3,Unsatisfied,5968,18079,1,20,4,Low,3,3,9,0-10,3,9,7,2,8
No,Travel_Frequently,R&D,Life Sciences,STAFF-1366,Male,Research Scientist,Married,No,6,31,26-35,1,1125,17,Very-far,Bachelor's Degree,4,48,1,2,1,Very Satisfied,5003,5771,1,21,4,Low,2,0,10,0-10,3,10,8,8,7
No,Travel_Frequently,R&D,Medical,STAFF-1367,Male,Manager,Married,No,3,48,46-55,1,365,4,Near-by,Doctoral Degree,3,89,2,4,4,utterly unsatisfied,15202,5602,2,25,4,Low,2,1,23,21-30,3,2,2,2,2
No,Travel_Frequently,Sales,Life Sciences,STAFF-1368,Male,Sales Executive,Married,No,5,43,36-45,1,1422,24,Very-far,Master's Degree,1,92,3,2,4,utterly unsatisfied,5675,19246,1,20,4,Low,3,1,7,0-10,3,7,7,7,7
No,Travel_Rarely,HR,Life Sciences,STAFF-1369,Male,Human Resources,Divorced,No,3,30,26-35,1,330,17,Very-far,Bachelor's Degree,3,46,3,1,3,Unsatisfied,2064,15428,0,21,4,Low,1,1,6,0-10,4,5,3,1,3
No,Travel_Rarely,R&D,Medical,STAFF-1370,Male,Healthcare Representative,Divorced,No,2,60,55 Plus,1,370,17,Very-far,Master's Degree,3,92,1,3,4,utterly unsatisfied,10883,20467,3,20,4,Low,3,1,19,11.- 20,4,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-1371,Male,Healthcare Representative,Divorced,No,3,36,36-45,1,1040,33,Very-far,Associates Degree,4,79,4,2,1,Very Satisfied,6842,26308,6,20,4,Low,1,1,13,11.- 20,3,5,4,0,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-1372,Male,Laboratory Technician,Divorced,No,2,41,36-45,1,548,19,Very-far,Master's Degree,3,94,3,1,1,Very Satisfied,2289,20520,1,20,4,Low,2,2,5,0-10,3,5,3,0,4
No,Travel_Rarely,R&D,Medical,STAFF-1373,Male,Laboratory Technician,Divorced,No,6,42,36-45,1,855,27,Very-far,Bachelor's Degree,2,57,3,1,2,Satisfied,2766,8952,8,22,4,Low,2,3,7,0-10,2,5,3,0,4
No,Travel_Rarely,R&D,Medical,STAFF-1374,Male,Manufacturing Director,Married,No,3,39,36-45,1,492,27,Very-far,Bachelor's Degree,4,66,3,2,2,Satisfied,5295,7693,4,21,4,Low,3,0,7,0-10,3,5,4,1,0
No,Travel_Rarely,R&D,Medical,STAFF-1375,Male,Manufacturing Director,Married,No,3,39,36-45,1,867,19,Very-far,Associates Degree,1,87,3,2,1,Very Satisfied,5151,12315,1,25,4,Low,4,1,10,0-10,3,10,0,7,9
No,Travel_Rarely,R&D,Technical Degree,STAFF-1376,Male,Research Scientist,Married,No,2,55,46-55,1,836,24,Very-far,Master's Degree,2,98,2,1,4,utterly unsatisfied,2662,7975,8,20,4,Low,2,1,19,11.- 20,4,5,2,0,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-1377,Male,Research Scientist,Married,No,2,57,55 Plus,1,405,17,Very-far,Associates Degree,2,93,4,2,3,Unsatisfied,4900,2721,0,24,4,Low,1,1,13,11.- 20,2,12,9,2,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-1378,Male,Research Director,Married,No,3,43,36-45,1,1291,15,Far,Associates Degree,3,65,2,4,3,Unsatisfied,17603,3525,1,24,4,Low,1,1,14,11.- 20,3,14,10,6,11
No,Travel_Rarely,R&D,Life Sciences,STAFF-1379,Male,Research Scientist,Married,No,3,41,36-45,1,642,17,Very-far,Bachelor's Degree,4,76,3,1,4,utterly unsatisfied,2782,21412,3,22,4,Low,1,1,12,11.- 20,3,5,3,1,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-1380,Male,Research Scientist,Married,No,3,45,36-45,1,950,28,Very-far,Bachelor's Degree,4,97,3,1,4,utterly unsatisfied,2132,4585,4,20,4,Low,4,1,8,0-10,3,5,4,0,3
No,Travel_Rarely,R&D,Medical,STAFF-1381,Male,Healthcare Representative,Single,No,3,47,46-55,1,1180,25,Very-far,Bachelor's Degree,1,84,3,3,3,Unsatisfied,8633,13084,2,23,4,Low,2,0,25,21-30,3,17,14,12,11
No,Travel_Rarely,R&D,Medical,STAFF-1382,Male,Research Director,Single,No,3,39,36-45,1,1253,10,Near-by,High School,3,65,3,3,3,Unsatisfied,13464,7914,7,21,4,Low,3,0,9,0-10,3,4,3,2,2
No,Travel_Rarely,R&D,Medical,STAFF-1383,Male,Manager,Single,No,5,32,26-35,1,495,10,Near-by,Bachelor's Degree,3,64,3,3,4,utterly unsatisfied,11244,21072,2,25,4,Low,2,0,10,0-10,4,5,2,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-1384,Male,Manufacturing Director,Single,No,1,32,26-35,1,1373,33,Very-far,Master's Degree,4,56,2,2,4,utterly unsatisfied,9679,10138,8,24,4,Low,2,0,8,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Other,STAFF-1385,Male,Manager,Single,No,2,42,36-45,1,1059,19,Very-far,Associates Degree,4,93,2,5,4,utterly unsatisfied,19613,26362,8,22,4,Low,4,0,24,21-30,3,1,0,0,1
No,Travel_Rarely,Sales,Marketing,STAFF-1386,Male,Manager,Married,No,3,55,46-55,1,685,26,Very-far,Doctoral Degree,3,60,2,5,4,utterly unsatisfied,19586,23037,1,21,4,Low,3,1,36,30 Plus,3,36,6,2,13
No,Travel_Rarely,Sales,Technical Degree,STAFF-1387,Male,Sales Executive,Married,No,5,34,26-35,1,810,8,Near-by,Associates Degree,2,92,4,2,3,Unsatisfied,6799,22128,1,21,4,Low,3,2,10,0-10,3,10,8,4,8
No,Travel_Rarely,Sales,Marketing,STAFF-1388,Male,Sales Executive,Single,No,3,34,26-35,1,937,17,Very-far,Bachelor's Degree,1,32,3,3,4,utterly unsatisfied,9888,6770,1,21,4,Low,1,0,14,11.- 20,2,14,8,2,1
No,Non-Travel,R&D,Medical,STAFF-1389,Female,Manufacturing Director,Married,Yes,2,53,46-55,1,661,17,Very-far,Master's Degree,1,60,2,4,3,Unsatisfied,12965,22308,4,20,4,Low,4,3,27,21-30,2,3,2,0,2
No,Non-Travel,Sales,Life Sciences,STAFF-1390,Female,Sales Executive,Divorced,Yes,2,33,26-35,1,530,16,Very-far,Bachelor's Degree,3,36,3,2,4,utterly unsatisfied,5368,16130,1,25,4,Low,3,1,7,0-10,3,6,5,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-1391,Female,Research Director,Married,Yes,2,37,36-45,1,161,10,Near-by,Bachelor's Degree,3,42,4,3,4,utterly unsatisfied,13744,15471,1,25,4,Low,1,1,16,11.- 20,3,16,11,6,8
No,Travel_Rarely,R&D,Medical,STAFF-1392,Female,Research Director,Married,Yes,3,58,55 Plus,1,1055,17,Very-far,Bachelor's Degree,4,76,3,5,1,Very Satisfied,19701,22456,3,21,4,Low,3,1,32,30 Plus,3,9,8,1,5
No,Travel_Rarely,R&D,Other,STAFF-1393,Female,Research Scientist,Married,Yes,2,36,36-45,1,430,24,Very-far,Master's Degree,4,73,3,2,2,Satisfied,6962,19573,4,22,4,Low,4,1,15,11.- 20,3,1,0,0,0
No,Travel_Rarely,Sales,Other,STAFF-1394,Female,Sales Executive,Divorced,Yes,3,25,18-25,1,1382,8,Near-by,Associates Degree,1,85,3,2,3,Unsatisfied,4907,13684,0,22,4,Low,2,1,6,0-10,2,5,3,0,4
No,Travel_Rarely,Sales,Marketing,STAFF-1395,Female,Sales Representative,Married,Yes,4,38,36-45,1,723,24,Very-far,Master's Degree,2,77,1,2,4,utterly unsatisfied,5405,4244,2,20,4,Low,1,2,20,11.- 20,2,4,2,0,3
No,Travel_Rarely,HR,Medical,STAFF-1396,Male,Manager,Single,Yes,2,40,36-45,1,898,28,Very-far,Associates Degree,3,38,3,4,4,utterly unsatisfied,16437,17381,1,21,4,Low,4,0,21,21-30,3,21,7,7,7
No,Travel_Rarely,R&D,Life Sciences,STAFF-1397,Male,Manufacturing Director,Married,Yes,0,27,26-35,1,155,4,Near-by,Bachelor's Degree,2,87,4,2,2,Satisfied,6142,5174,1,20,4,Low,2,1,6,0-10,3,6,2,0,3
No,Travel_Rarely,R&D,Medical,STAFF-1398,Male,Research Scientist,Married,Yes,2,37,36-45,1,783,19,Very-far,Master's Degree,4,78,3,2,1,Very Satisfied,4284,13588,5,22,4,Low,3,1,16,11.- 20,3,5,3,0,4
No,Travel_Rarely,Sales,Technical Degree,STAFF-1399,Male,Sales Representative,Married,Yes,4,34,26-35,1,1440,19,Very-far,Associates Degree,2,55,3,1,3,Unsatisfied,2308,4944,0,25,4,Low,2,1,12,11.- 20,3,11,10,5,7
No,Travel_Rarely,Sales,Life Sciences,STAFF-1400,Male,Sales Representative,Single,Yes,3,36,36-45,1,1157,24,Very-far,Master's Degree,3,70,3,1,4,utterly unsatisfied,2644,17001,3,21,4,Low,4,0,7,0-10,2,3,2,1,2
Yes,Travel_Frequently,HR,Human Resources,STAFF-1401,Female,Human Resources,Divorced,No,0,30,26-35,0,600,8,Near-by,Bachelor's Degree,3,66,2,1,4,utterly unsatisfied,2180,9732,6,11,3,High,3,1,6,0-10,2,4,2,1,2
Yes,Travel_Frequently,HR,Human Resources,STAFF-1402,Female,Human Resources,Married,No,2,27,26-35,0,1337,22,Very-far,Bachelor's Degree,1,58,2,1,2,Satisfied,2863,19555,1,12,3,High,1,0,1,0-10,3,1,0,0,0
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-1403,Female,Manufacturing Director,Single,No,2,31,26-35,0,1445,17,Very-far,Doctoral Degree,3,100,4,3,2,Satisfied,7446,8931,1,11,3,High,1,0,10,0-10,3,10,8,4,7
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-1404,Female,Research Scientist,Single,No,2,31,26-35,0,561,33,Very-far,Bachelor's Degree,4,33,3,1,3,Unsatisfied,4084,4156,1,12,3,High,1,0,7,0-10,1,7,2,7,7
Yes,Travel_Frequently,Sales,Technical Degree,STAFF-1405,Female,Sales Executive,Single,No,4,29,26-35,0,115,13,Far,Bachelor's Degree,1,51,3,2,2,Satisfied,5765,17485,5,11,3,High,1,0,7,0-10,1,5,3,0,0
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-1406,Female,Sales Representative,Single,No,3,31,26-35,0,667,17,Very-far,Master's Degree,2,50,1,1,3,Unsatisfied,1359,16154,1,12,3,High,2,0,1,0-10,3,1,0,0,0
Yes,Travel_Rarely,HR,Technical Degree,STAFF-1407,Female,Human Resources,Married,No,0,34,26-35,0,1107,19,Very-far,Master's Degree,1,52,3,1,3,Unsatisfied,2742,3072,1,15,3,High,4,0,2,0-10,3,2,2,2,2
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-1408,Female,Manufacturing Director,Married,No,4,53,46-55,0,607,24,Very-far,Doctoral Degree,3,78,2,3,4,utterly unsatisfied,10169,14618,0,16,3,High,2,1,34,30 Plus,3,33,7,1,9
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-1409,Female,Research Scientist,Single,No,3,31,26-35,0,202,8,Near-by,Bachelor's Degree,1,34,2,1,2,Satisfied,1261,22262,1,12,3,High,3,0,1,0-10,4,1,0,0,0
Yes,Travel_Rarely,Sales,Marketing,STAFF-1410,Female,Sales Representative,Single,No,3,29,26-35,0,428,19,Very-far,Bachelor's Degree,2,52,1,1,2,Satisfied,2760,14630,1,13,3,High,3,0,2,0-10,3,2,2,2,2
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-1411,Male,Laboratory Technician,Married,No,3,34,26-35,0,234,19,Very-far,Master's Degree,4,93,3,2,1,Very Satisfied,5346,6208,4,17,3,High,3,1,11,11.- 20,2,7,1,0,7
Yes,Travel_Frequently,R&D,Medical,STAFF-1412,Male,Laboratory Technician,Single,No,2,28,26-35,0,289,24,Very-far,Associates Degree,3,38,2,1,1,Very Satisfied,2561,5355,7,11,3,High,3,0,8,0-10,2,0,0,0,0
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-1413,Male,Sales Executive,Divorced,No,3,50,46-55,0,878,17,Very-far,Master's Degree,2,94,3,2,3,Unsatisfied,6728,14255,7,12,3,High,4,2,12,11.- 20,3,6,3,0,1
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-1414,Male,Sales Executive,Married,No,3,47,46-55,0,1093,19,Very-far,Bachelor's Degree,3,82,1,4,3,Unsatisfied,12936,24164,7,11,3,High,3,0,25,21-30,1,23,5,14,10
Yes,Travel_Frequently,Sales,Technical Degree,STAFF-1415,Male,Sales Representative,Married,No,3,28,26-35,0,1496,17,Very-far,Bachelor's Degree,1,92,3,1,3,Unsatisfied,2909,15747,3,15,3,High,4,1,5,0-10,4,3,2,1,2
Yes,Travel_Frequently,Sales,Marketing,STAFF-1416,Male,Sales Representative,Married,No,3,23,18-25,0,638,19,Very-far,Bachelor's Degree,4,33,3,1,1,Very Satisfied,1790,26956,1,19,3,High,1,1,1,0-10,2,1,0,1,0
Yes,Travel_Frequently,Sales,Technical Degree,STAFF-1417,Male,Sales Representative,Single,No,3,29,26-35,0,746,24,Very-far,Bachelor's Degree,3,45,4,1,1,Very Satisfied,1091,10642,1,17,3,High,4,0,1,0-10,3,1,0,0,0
Yes,Travel_Rarely,HR,Human Resources,STAFF-1418,Male,Human Resources,Married,No,4,31,26-35,0,359,18,Very-far,Doctoral Degree,4,89,4,1,1,Very Satisfied,2956,21495,0,17,3,High,3,0,2,0-10,3,1,0,0,0
Yes,Travel_Rarely,HR,Human Resources,STAFF-1419,Male,Human Resources,Married,No,2,24,18-25,0,240,22,Very-far,High School,4,58,1,1,3,Unsatisfied,1555,11585,1,11,3,High,3,1,1,0-10,3,1,0,0,0
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-1420,Male,Laboratory Technician,Divorced,No,2,28,26-35,0,1404,17,Very-far,Bachelor's Degree,3,32,2,1,4,utterly unsatisfied,2367,18779,5,12,3,High,1,1,6,0-10,2,4,1,0,3
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-1421,Male,Laboratory Technician,Married,No,4,56,55 Plus,0,310,19,Very-far,Associates Degree,4,72,3,1,3,Unsatisfied,2339,3666,8,11,3,High,4,1,14,11.- 20,1,10,9,9,8
Yes,Travel_Rarely,R&D,Medical,STAFF-1422,Male,Manufacturing Director,Married,No,2,38,36-45,0,903,24,Very-far,Bachelor's Degree,3,81,3,2,2,Satisfied,4855,7653,4,11,3,High,1,2,7,0-10,3,5,2,1,4
Yes,Travel_Rarely,R&D,Technical Degree,STAFF-1423,Male,Research Scientist,Single,No,2,29,26-35,0,224,17,Very-far,Master's Degree,1,100,2,1,1,Very Satisfied,2362,7568,6,13,3,High,3,0,11,11.- 20,1,9,7,0,7
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-1424,Male,Laboratory Technician,Single,No,3,56,55 Plus,0,1162,24,Very-far,Associates Degree,1,97,3,1,4,utterly unsatisfied,2587,10261,1,16,3,High,4,0,5,0-10,3,4,2,1,0
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-1425,Male,Laboratory Technician,Single,No,3,40,36-45,0,676,19,Very-far,Master's Degree,4,86,3,1,1,Very Satisfied,2018,21831,3,14,3,High,2,0,15,11.- 20,1,5,4,1,0
Yes,Travel_Rarely,R&D,Medical,STAFF-1426,Male,Manufacturing Director,Single,No,4,37,36-45,0,370,10,Near-by,Master's Degree,4,58,3,2,1,Very Satisfied,4213,4992,1,15,3,High,2,0,10,0-10,1,10,3,0,8
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-1427,Male,Laboratory Technician,Single,No,2,32,26-35,0,1259,24,Very-far,Master's Degree,4,95,3,1,2,Satisfied,1393,24852,1,12,3,High,1,0,1,0-10,3,1,0,0,0
Yes,Travel_Rarely,Sales,Marketing,STAFF-1428,Male,Sales Executive,Divorced,No,1,46,46-55,0,377,19,Very-far,Bachelor's Degree,1,52,3,3,4,utterly unsatisfied,10096,15986,4,11,3,High,1,1,28,21-30,4,7,7,4,3
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-1429,Male,Sales Representative,Married,No,2,25,18-25,0,383,19,Very-far,Associates Degree,1,68,2,1,1,Very Satisfied,4400,15182,3,12,3,High,1,0,6,0-10,3,3,2,2,2
Yes,Travel_Rarely,Sales,Medical,STAFF-1430,Male,Sales Executive,Married,No,3,35,26-35,0,737,10,Near-by,Bachelor's Degree,4,55,2,3,1,Very Satisfied,10306,21530,9,17,3,High,3,0,15,11.- 20,3,13,12,6,0
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-1431,Male,Sales Executive,Married,No,4,30,26-35,0,740,17,Very-far,Bachelor's Degree,2,64,2,2,1,Very Satisfied,9714,5323,1,11,3,High,4,1,10,0-10,3,10,8,6,7
Yes,Travel_Rarely,Sales,Marketing,STAFF-1432,Male,Sales Executive,Married,No,2,31,26-35,0,1079,16,Very-far,Master's Degree,1,70,3,3,3,Unsatisfied,8161,19002,2,13,3,High,1,3,10,0-10,3,1,0,0,0
Yes,Travel_Rarely,Sales,Life Sciences,STAFF-1433,Male,Sales Executive,Single,No,2,32,26-35,0,964,17,Very-far,Associates Degree,1,34,1,2,2,Satisfied,6735,12147,6,15,3,High,2,0,10,0-10,3,0,0,0,0
Yes,Travel_Rarely,Sales,Marketing,STAFF-1434,Male,Sales Representative,Single,No,3,21,18-25,0,337,19,Very-far,High School,2,31,3,1,2,Satisfied,2679,4567,1,13,3,High,2,0,1,0-10,3,1,0,1,0
Yes,Travel_Rarely,Sales,Medical,STAFF-1435,Male,Sales Representative,Single,No,3,30,26-35,0,945,19,Very-far,Bachelor's Degree,2,89,3,1,4,utterly unsatisfied,1081,16019,1,13,3,High,3,0,1,0-10,2,1,0,0,0
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-1436,Female,Research Scientist,Single,Yes,2,32,26-35,0,238,33,Very-far,Associates Degree,1,47,4,1,3,Unsatisfied,2432,15318,3,14,3,High,1,0,8,0-10,3,4,1,0,3
